comment,time,vader_scores,vader_compound,vader_label
Viajen a Venezuela y verán como en las cárceles tienen zoológico cine casas adentro motos camionetas armas y controlan el trafico de drogas y los atentados desde allí adentro. Literalmente aquí es como una ciudad más estar adentro. Indaguen y verán,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
adelante mi querido pulgarcito. con Dios y Bukele . saldremos adelante ...Dios BENDIGA siempre y A BUKELE. y a todos los salvadoreńos ..🎉🎉🎉🎉🙏🙏🙏💪✍🏼,5 months ago (edited),"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.9186}",0.9186,positive
Volví a ver el video en audio en Ingles. Se entiende bien se escucha la voz que es traducción al inglés de un latino.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Exacto urge un Bukele en México.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Man está super eso jajaja,1 year ago,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.5994}",0.5994,positive
😢😢,1 year ago,"{'neg': 0.756, 'neu': 0.244, 'pos': 0.0, 'compound': -0.7351}",-0.7351,negative
Gracias luisito!,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Hay luisillo el Gordillo hasta allí comiste jajajaja saludos d Ecuador,7 months ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
por sierto para mi le estan dando demasiado no se merecen ni la comida que comen,1 year ago,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Cuando sales de visitar una cárcel valoras más el sentimiento de ser ciudadano con derechos y la libertad misma,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Hermoso reportaje Luisito. Ya hacía falta uno así. Latinoamérica respalda al presidente Nayib soy ecuatoriano pero me alegro que los Salvadoreños hayan cambiado en 360° sus vidas. Un Bukele en cada país se necesita,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @jerbin85 En EEUU también se pacta,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
CUANDO BUKELE SE SIENTA ATRAPADO O CUESTIONADO POR ALGO LOS LIBERA. QUE VAN A HACER.🤔🤔😎😎😆😅😉😂😆😅,1 year ago,"{'neg': 0.031, 'neu': 0.648, 'pos': 0.321, 'compound': 0.9509}",0.9509,positive
​ Kevin17channel tambien deja el spam,1 year ago (edited),"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative
En japonés esta de lujo 😲🤭 saludos luisito desde El Salvador creenos qué ahora más que nunca somos felices con ellos encerrados,1 year ago,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.7003}",0.7003,positive
OK,1 year ago,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive
Gran presidente,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Ánimo.  Excelente reportaje,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
😮,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 @theloyal5831  No te preocupes entiendo tu problema de procesar la información don perfecto en  gramática. Que tengas buen día.,1 year ago (edited),"{'neg': 0.102, 'neu': 0.791, 'pos': 0.107, 'compound': 0.0258}",0.0258,neutral
Wuauuu Luisito!!! Ni siquiera hablan los delincuentes 😱😱😱😱😱todos como pasmados… qué les harán si inicia una riña??? 👀👀👀,1 year ago,"{'neg': 0.476, 'neu': 0.524, 'pos': 0.0, 'compound': -0.9781}",-0.9781,negative
​ @JohnMPalomino  en colombia lo bajan papaaaa,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
СРОЧНО МЕНЯЙ ПЕРЕВОДЧИКА РУССКОГО НИЧЕГО НЕ ПОНЯТНО!😿,1 year ago,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5255}",-0.5255,negative
Lo que comprendistes en el min 11   de la tristeza que sentiste al verlos pero que todo eso se borra cuando  comprendes que  ellos están ay por sus delitos oreibles es lo mismo que  lograrás comprender sobre porque le debes seguir  a Jesucristo cuando entiendes que por tus pecados  mereces la condenación  Rom3 23 porque todos  están bajo condenación por el pecado y  que no tienes salvación pero ves una luz y esa luz es Jesús,1 year ago,"{'neg': 0.028, 'neu': 0.972, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Pero nadie dice nada que está matando de hambre a la gente de aldeas eso nadie lo ve.,2 months ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Prisión de El Salvador»Prisiones de LATAM (Estoy escribiendo en computadora),1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Imposible no llorar con ese comentario,1 year ago,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
No me deja cambiarlo y ahora solo escucho a Lewis Comunicates,1 year ago,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
​ @kefervin exactamente,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
😢 too late,1 year ago,"{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
Es verdad debe haber esta clase de prisiones en toda latinomerica,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Y ahora tienen miedo de salir a la calle los que critican a Bukele. Eso no es Democracia. Además que Bukele pactó con el Narco la violencia paró el narcotráfico no!,1 year ago,"{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.3595}",-0.3595,negative
No hay catalán ni Español auténtico de España😢😢,1 year ago,"{'neg': 0.483, 'neu': 0.517, 'pos': 0.0, 'compound': -0.8126}",-0.8126,negative
Que buen video para que sea  visto por la juventud latina! Definitivamente reenviaré este video a muchos jóvenes. Gracias Luisito!,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Luisito habla en todos los idiomas un crack!,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Bukele puede hacer eso por que el salvador no tiene petróleo si tuviera petróleo ya le habrian llevado su dosis de liberta 🗽,1 year ago,"{'neg': 0.077, 'neu': 0.804, 'pos': 0.119, 'compound': 0.296}",0.296,positive
Gracias merci grazie obligado ❤🎉,1 year ago,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.7845}",0.7845,positive
Que cool 😎,1 year ago,"{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.6486}",0.6486,positive
 @BROOOK  no porque el idioma chileno es literal el español,4 months ago,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Gracias Luisito muy buen video,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"​ @tavomontana3302 muchos mareros son millonarios tienen dinero en diferentes países y si algunos están dentro.
Los derechos humanos para los humanos derechos.👍",1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Soy de Espala aqui las cáceles son como hoteles ojalá más cárceles fueran así como esta lo de las cárceles en españa parece broma,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Condiciones inhumanas las que tenían viviendo al salvador ellos al fin tuvieron su karma,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
._.  no me parece bien se vulnera el derecho de la integración de nuevo a la sociedad y demás derechos. (Sin poder ver la luz del día.),1 year ago,"{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.7003}",-0.7003,negative
esta en chileno,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
increíble pero no uses ai hombre,1 year ago,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
​ @jessica5651  Petro es pésimo presidente y funcionario público... Es bueno cuando pasa algo cuando hacen algo y por lo menos en el salvador hay un cambio evidente.,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Me quiero ir para allá 😢,1 year ago,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
Así está Ecuador en estos momentos😭😭😭😭😭da miedo salir de casa,1 year ago,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.9382}",-0.9382,negative
Mi pregunta es porque no en Español con subtitulos en ingles!!!,1 year ago,"{'neg': 0.235, 'neu': 0.765, 'pos': 0.0, 'compound': -0.4724}",-0.4724,negative
❤,1 year ago,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,positive
Te amo maquina,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"​ @josemiguelfloresescobar981  Los presos vulneran derechos humanos y aún así reciben comida techo higiene y techo.
En la edad media un campesino recibía la mitad por trabajar toda su vida.",1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Hoy conocí la envidia! Felicidades por vivir en un lugar donde puedes salir de casa sin miedo!,1 year ago,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.6351}",-0.6351,negative
La seguridad es un derecho adquirido y la calidad de vida económica como va? Podrías decir eso para saber,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Mis respetos para el presidente del El Salvador. Mi país Honduras necesita uno igual. Dios siga bendiciendo al hermoso Salvador a su pueblo y a su presidente  Nayib Bukele.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
This should be a model for other countries.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Jsja
Hablas chistoso en ALEMAN😂",1 year ago,"{'neg': 0.139, 'neu': 0.584, 'pos': 0.277, 'compound': 0.4404}",0.4404,positive
"​ @dari_colombiano5163 
Mayor porcentaje de pobreza es igual a un mayor porcentaje de criminalidad",1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Ojalá eso hubiera hecho el presidente de mi País México lamentablemente se justifica diciendo que todos estamos metidos en drogas y se la pasa hablando de los partidos del pasado que gobernaron de igual una bola de corruptos muchas leyes y nada de seguridad la ciudad de donde soy era muy tranquila y ahora es peligrosa. Felicito a tu presidente. Y que bueno que ya pueden vivir con tranquilidad.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Solo hay q pedir a Dios que tenga misericordia de ellos si se arrepienten Dios los perdonara🙏🙏,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"​ @tavomontana3302   y porque debería haber un ""político (rico)"" en la cárcel su delito es ser rico? esos que ves ahí tienen diversos delitos y deben cumplir su condena ""(victimas reales)"" quien sabe porque razón los defiendes.",1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Te felicito Moisés tienes un excelente presidente,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @Jair.02 si claro el salvador esta en la mda pero ellos y muchos otros piensan que con una cárcel se soluciona el mundo jaja,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Buen trabajo del presidente Bukele no entiendo cómo hay gente que defiende estos criminales solo escuchen al delincuente que entrevistan que hasta la cuenta de cuantos mató a perdido!!!,1 year ago,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.4724}",-0.4724,negative
Eran de los peores  años ya que en esas fechas salian los pandilleros antiguos y sabes que erab los que traían la cara manchada y todo su cuerpo y ellos nobse andaban con cosas,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @linaantonialeiba600 que tal en republica Dominicana? Como se vive allí?,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"Mi luz sea la santa cruz
No sea el demonio mi guía

¡Apártate Satanás!

No sugieras cosas vanas
Pues maldad es lo que brindas
Bebe tú mismo el veneno.",1 year ago,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.5707}",-0.5707,negative
12:30,9 months ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 @theloyal5831  Es el error que todos cometen en comparar el valor de La Moneda estadunidense con otro tipo de país ya sea latino.,1 year ago (edited),"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
❤❤❤🇨🇵,1 year ago,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.8555}",0.8555,positive
Wow,1 year ago,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,positive
Anelaria que en Colombia hicieran lo mismo. Aquí la seguridad está terrible que tristeza😢,2 months ago,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.7351}",-0.7351,negative
 @JESÚSROLDÁN9  Quizás solo te da pereza leer con detenimiento argumentos que son de una visión distinta a la tuya lo entiendo pero no es necesario ponerse a la defensiva.,1 year ago (edited),"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Felicidades ojalá mi México algún día tenga la misma suerte,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Grande Luisito 🙌🏻🙌🏻🙌🏻,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Si Luisito likeo eso es porque en México no deben andar muy bien las cosas 😬😬,1 year ago,"{'neg': 0.304, 'neu': 0.696, 'pos': 0.0, 'compound': -0.7184}",-0.7184,negative
Eres viral con el video hablando la realidad Luisito comunica.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Omg🫶🫶🫶❤️,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Quiero saber si usted graba un diamante en bruto yo soy de Honduras,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @Marvelyyyy ❤,1 year ago (edited),"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,positive
​ @tavomontana3302 ser pobre no es un delitomatarviolar y extorsionar si y por eso ellos están allí,1 year ago (edited),"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
😢 me alegra mucho q Dios les entrego a buen presidente que velo por sus ciudadanos ❤ Dios les bendiga porque Ecuador necesita lo mismo,1 year ago,"{'neg': 0.096, 'neu': 0.774, 'pos': 0.13, 'compound': 0.2732}",0.2732,positive
​ @edu6698  es que ea más difícil México es más grande que el Salvador y el crimen organizado tiene una gran diferencia a las pandillas,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
 Kevin17channel  Pues así es la Life:)),1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
que grande la IA,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Luko,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
No puedo imaginar el terror que vivieron que alegría da que ahora puedan caminar tranquilos sin miedos....muchos latinoamericanos como yo (peruana) quisiéramos tener un presidente con los mismos 🥚🥚 que Bukele. Ahora les toca trabajar duro por su país que ha sufrido tanto. Un abrazo.,1 year ago,"{'neg': 0.172, 'neu': 0.784, 'pos': 0.045, 'compound': -0.7783}",-0.7783,negative
こんにちは。今のエルサルバドルは、安全に旅行をすることが出来るとあなたは思いますか？,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @DanielMartinez-hi5cv  no es cierto. El Salvador era el peor país de Latinoamerica y una persona como Bukele triunfó. Se puede lograr lo mismo en cualquier país del mundo. SI SE PUEDE a animarse,1 year ago (edited),"{'neg': 0.062, 'neu': 0.937, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Y que crecimos en medio de esa violencia. Nuestros hijos no merecen vivir lo que nos tocó pasar.,1 year ago,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Muy buena bro,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Pero a cambio de qué,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Luisito estoy contigo animo eres grande te sigo desde el primer video ❤❤❤❤❤❤❤,1 year ago,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.9854}",0.9854,positive
Precisamos ter uma assim no Brasil.,1 year ago,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
" @theloyal5831  Con el devido respeto don perfecto en gramática no tiene caso  debatir un tema cuando sigues sin entender a pesar que te di ejemplos. 
Y no es que esté a la defensiva simplemente no tiene caso seguir cuándo no eres capaz de entender solo es pérdida de tiempo.",1 year ago (edited),"{'neg': 0.215, 'neu': 0.745, 'pos': 0.04, 'compound': -0.8442}",-0.8442,negative
Yo votaría por Bukele para presidente de Mexico Bekele! Bukele’,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
No voy compartir tu propaganada pelos,1 year ago,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Desde cuba le envio un fuerte abrazo 🫂 a todos los salvadoreño,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"​ @JoseFl0res1313 
Si son tus hernanos entonces cambiate por el lugar de uno de ellos",1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Soy Salvadoreño no quieres creeme,1 year ago,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Igual pasa hoy en Rosario 😢,1 year ago,"{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
​ Kevin17channel deja de espamear,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Gracias a Dios y su presidente un gran líder y llego a hacer lo que debía que gran ejemplo para toda Latinoamérica 😊,1 year ago,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.7184}",0.7184,positive
Hola luisito como estas primo ya ni ablas,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Pero ahora valoren a su presidente  por que la prensa lo acusan a diario en complot con sus adversario,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Está buena la cárcel para los políticos,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
No funciona para todos los países latinos todos tienen un contexto diferente,1 year ago,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Faltó el español castellano 😆,1 year ago,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612,positive
"​ @JESÚSROLDÁN9  EEUU tiene mejor economía allá se manejan dolares que equivalen a decenas o cientos de pesos latinos.
Además por lo menos tienen la posibilidad de migrar.",1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @jerbin85 que comentario tan inteligente te felicito. Eso refleja que 2.8 millones de salvadoreños están equivocados 😂😂😂😂,1 year ago (edited),"{'neg': 0.147, 'neu': 0.56, 'pos': 0.293, 'compound': 0.891}",0.891,positive
Anda vos y bukake gil. Las maras son el pueblo papa el unico q' tiene q' ir preso es bukake. Ojala nunca caigas  preso enrrique.,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
El castigo de esos privados de la libertad es proporcional al daño que han causado a la sociedad. Ojalá que se replicara en todos los países para que más de uno que esté pensando en convertirse en delincuente lo piense 2 veces y sepa que sus acciones tendrán consecuencias,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
luisito no te crea el cuento es un caos dentro,1 year ago,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Por que quieren suspender a luisito el vio no lo veo mal al contrario  lo alló muy bueno. Por favor gordura con luisito.,1 year ago,"{'neg': 0.085, 'neu': 0.811, 'pos': 0.104, 'compound': 0.128}",0.128,positive
 @RRORIK  tu mama,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
"​ @MecanicomovilServices-qb4hb La excusa más común de cualquiera que no se atreve al éxito.
""México no es el Salvador"" ""México es más grande y con más Gente que el salvador"" ""En México no son unos simples *Pandilleros* "" etc.",1 year ago (edited),"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.6808}",-0.6808,negative
Au,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Me encantó 👍te escuché en cada idioma😅,1 year ago,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,positive
❤❤❤,10 months ago,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.9274}",0.9274,positive
Lo que pasaba antes en el salvador esta pasando en chile y el presidente no hace nada  ojala tuvieramos un bukele aca en chile 😢,1 year ago,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.6486}",-0.6486,negative
Por favor educan a sus hijos con amor y con un gran ejemplo no abandonen sus estudios por que esto es una triste realidad 😞 que se compuertas en criminales y sicarios dejen que sus hijos sueñen con un futuro mejor ser lo que quieren ser arquitectos futbolistas  actores cantantes ingenieros hasta incluso abogados👍🏻,1 year ago,"{'neg': 0.078, 'neu': 0.824, 'pos': 0.099, 'compound': 0.34}",0.34,positive
Ealeeee,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Te quiero luisito,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Es su voz real o estará hecho por IA me pregunto,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Conta mas que los mataban las balas perdidas? O los mataban por nada?,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Me encanta el reportage toda una realidad. Ahimsa deben permanecer y pagar por sus delitos,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Si es muy bueno ojalá no se convierta en un dictador mas,1 year ago,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
We also had it in Russia in the 90s,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
​ @MecanicomovilServices-qb4hb La diferencia es enorme pero igual es la difierencia el poder militar,1 year ago (edited),"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
2015 fue un año cualquiera para el mundo 😂,10 months ago,"{'neg': 0.114, 'neu': 0.659, 'pos': 0.228, 'compound': 0.4404}",0.4404,positive
"​ @roxanasanchez4752 
Los sicarios nunca tienen miedo. Eso no los hace inocentes.",1 year ago (edited),"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
Amen couldn’t have said it any better than that brother god bless you your family and your entire country’s families,1 year ago,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.7783}",0.7783,positive
​ @WilsonRivas-mo2bd y no que ahora ya esta mejor pss por que no vuelven?,1 year ago (edited),"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5267}",-0.5267,negative
Pica????,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Por favor agregar idioma turco,1 year ago,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019,positive
 @ceciferborja28   no mi doña las familias de ellos les toca si quieren comer,1 year ago (edited),"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
@Luiscomunica que viva el Salvador 🎉👍,1 year ago,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,positive
"Soy de México y ojalá algún día yo pueda al.igual que tu decir ""recuerdo"" esos días felicidades por la libertad y seguridad de tu país. Toda América la merece.",1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
hahhaha vivo en bélgica y el video me salió en francés me sorprendió bastante! las traducciones al francés esta muy bien hecha y la voz del traductor se parece a la tuya,7 months ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
В РОССИИ ТОЖЕ БЫЛИ ТАКИЕ ВРЕМЕНА КАК И У ТЕБЯ НО ВВ. ПУТИН НАВЕЛ ПОРЯДОК🎉,1 year ago,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4019}",0.4019,positive
Yo soy mexicano ojala uviera uno que quiera ser el.nuevo bukele para mexico ya nuestro pais esta muy mal,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
El problema puedes tener la carcel mas seguro pero si el sistema de justicia es un asco,1 year ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
